id,x,y,class,file,thumbnail
10000,0.6190476190476191,0.30158730158730157,Clase 1,byArtworkID/10000.jpg,byArtworkID/thumbs/10000.jpg
10011,0.49206349206349204,0.9047619047619047,Clase 13,byArtworkID/10011.jpg,byArtworkID/thumbs/10011.jpg
10087,0.6190476190476191,0.4444444444444444,Clase 24,byArtworkID/10087.jpg,byArtworkID/thumbs/10087.jpg
10096,0.9841269841269841,0.4126984126984127,Clase 18,byArtworkID/10096.jpg,byArtworkID/thumbs/10096.jpg
10126,0.30158730158730157,0.746031746031746,Clase 14,byArtworkID/10126.jpg,byArtworkID/thumbs/10126.jpg
10156,0.9682539682539681,0.5396825396825397,Clase 9,byArtworkID/10156.jpg,byArtworkID/thumbs/10156.jpg
10158,0.4126984126984127,0.9206349206349206,Clase 24,byArtworkID/10158.jpg,byArtworkID/thumbs/10158.jpg
10214,0.47619047619047616,0.5079365079365079,Clase 11,byArtworkID/10214.jpg,byArtworkID/thumbs/10214.jpg
10314,0.5714285714285714,0.4444444444444444,Clase 1,byArtworkID/10314.jpg,byArtworkID/thumbs/10314.jpg
10339,0.5238095238095237,0.20634920634920634,Clase 1,byArtworkID/10339.jpg,byArtworkID/thumbs/10339.jpg
10357,0.746031746031746,0.14285714285714285,Clase 21,byArtworkID/10357.jpg,byArtworkID/thumbs/10357.jpg
10379,0.5555555555555556,0.09523809523809523,Clase 23,byArtworkID/10379.jpg,byArtworkID/thumbs/10379.jpg
10408,0.746031746031746,0.25396825396825395,Clase 16,byArtworkID/10408.jpg,byArtworkID/thumbs/10408.jpg
10450,0.7142857142857142,0.7777777777777777,Clase 16,byArtworkID/10450.jpg,byArtworkID/thumbs/10450.jpg
10456,0.5714285714285714,0.6984126984126984,Clase 13,byArtworkID/10456.jpg,byArtworkID/thumbs/10456.jpg
10457,0.6666666666666666,0.2698412698412698,Clase 16,byArtworkID/10457.jpg,byArtworkID/thumbs/10457.jpg
10459,0.4126984126984127,0.20634920634920634,Clase 18,byArtworkID/10459.jpg,byArtworkID/thumbs/10459.jpg
10479,0.14285714285714285,0.3492063492063492,Clase 26,byArtworkID/10479.jpg,byArtworkID/thumbs/10479.jpg
10497,0.15873015873015872,0.3333333333333333,Clase 0,byArtworkID/10497.jpg,byArtworkID/thumbs/10497.jpg
10498,0.3492063492063492,0.4126984126984127,Clase 8,byArtworkID/10498.jpg,byArtworkID/thumbs/10498.jpg
10517,0.5555555555555556,0.8095238095238095,Clase 13,byArtworkID/10517.jpg,byArtworkID/thumbs/10517.jpg
10518,0.7619047619047619,0.31746031746031744,Clase 4,byArtworkID/10518.jpg,byArtworkID/thumbs/10518.jpg
10520,0.746031746031746,0.47619047619047616,Clase 11,byArtworkID/10520.jpg,byArtworkID/thumbs/10520.jpg
10521,0.9682539682539681,0.06349206349206349,Clase 12,byArtworkID/10521.jpg,byArtworkID/thumbs/10521.jpg
10535,1.0,0.15873015873015872,Clase 2,byArtworkID/10535.jpg,byArtworkID/thumbs/10535.jpg
10537,0.6190476190476191,0.746031746031746,Clase 15,byArtworkID/10537.jpg,byArtworkID/thumbs/10537.jpg
10584,0.2857142857142857,0.2857142857142857,Clase 0,byArtworkID/10584.jpg,byArtworkID/thumbs/10584.jpg
10624,0.2698412698412698,0.5873015873015872,Clase 8,byArtworkID/10624.jpg,byArtworkID/thumbs/10624.jpg
10625,0.2698412698412698,0.5238095238095237,Clase 10,byArtworkID/10625.jpg,byArtworkID/thumbs/10625.jpg
10626,0.25396825396825395,0.0,Clase 1,byArtworkID/10626.jpg,byArtworkID/thumbs/10626.jpg
10627,0.12698412698412698,0.0,Clase 18,byArtworkID/10627.jpg,byArtworkID/thumbs/10627.jpg
10668,0.3968253968253968,0.47619047619047616,Clase 11,byArtworkID/10668.jpg,byArtworkID/thumbs/10668.jpg
10670,0.6190476190476191,0.8412698412698412,Clase 29,byArtworkID/10670.jpg,byArtworkID/thumbs/10670.jpg
10687,0.9841269841269841,0.25396825396825395,Clase 4,byArtworkID/10687.jpg,byArtworkID/thumbs/10687.jpg
10709,0.9365079365079365,0.20634920634920634,Clase 4,byArtworkID/10709.jpg,byArtworkID/thumbs/10709.jpg
10816,0.5714285714285714,0.30158730158730157,Clase 1,byArtworkID/10816.jpg,byArtworkID/thumbs/10816.jpg
10845,0.7301587301587301,0.1746031746031746,Clase 21,byArtworkID/10845.jpg,byArtworkID/thumbs/10845.jpg
10846,0.3968253968253968,0.5714285714285714,Clase 10,byArtworkID/10846.jpg,byArtworkID/thumbs/10846.jpg
10885,0.7619047619047619,0.5873015873015872,Clase 22,byArtworkID/10885.jpg,byArtworkID/thumbs/10885.jpg
10886,0.7619047619047619,0.8253968253968254,Clase 22,byArtworkID/10886.jpg,byArtworkID/thumbs/10886.jpg
10913,0.9682539682539681,0.25396825396825395,Clase 4,byArtworkID/10913.jpg,byArtworkID/thumbs/10913.jpg
10978,0.5396825396825397,0.19047619047619047,Clase 1,byArtworkID/10978.jpg,byArtworkID/thumbs/10978.jpg
11077,0.7619047619047619,0.5238095238095237,Clase 2,byArtworkID/11077.jpg,byArtworkID/thumbs/11077.jpg
11079,0.7777777777777777,0.5396825396825397,Clase 2,byArtworkID/11079.jpg,byArtworkID/thumbs/11079.jpg
11081,0.9523809523809523,0.2222222222222222,Clase 2,byArtworkID/11081.jpg,byArtworkID/thumbs/11081.jpg
11083,0.7619047619047619,0.5555555555555556,Clase 7,byArtworkID/11083.jpg,byArtworkID/thumbs/11083.jpg
11084,0.7619047619047619,0.5396825396825397,Clase 29,byArtworkID/11084.jpg,byArtworkID/thumbs/11084.jpg
11115,0.8412698412698412,0.5238095238095237,Clase 18,byArtworkID/11115.jpg,byArtworkID/thumbs/11115.jpg
11154,0.8571428571428571,0.746031746031746,Clase 17,byArtworkID/11154.jpg,byArtworkID/thumbs/11154.jpg
11223,0.7619047619047619,0.5079365079365079,Clase 4,byArtworkID/11223.jpg,byArtworkID/thumbs/11223.jpg
11226,0.5873015873015872,0.873015873015873,Clase 29,byArtworkID/11226.jpg,byArtworkID/thumbs/11226.jpg
11232,0.4603174603174603,0.23809523809523808,Clase 20,byArtworkID/11232.jpg,byArtworkID/thumbs/11232.jpg
11316,0.6666666666666666,0.5238095238095237,Clase 7,byArtworkID/11316.jpg,byArtworkID/thumbs/11316.jpg
11319,0.9206349206349206,0.19047619047619047,Clase 4,byArtworkID/11319.jpg,byArtworkID/thumbs/11319.jpg
11324,0.7619047619047619,0.12698412698412698,Clase 21,byArtworkID/11324.jpg,byArtworkID/thumbs/11324.jpg
11388,0.6031746031746031,0.4444444444444444,Clase 1,byArtworkID/11388.jpg,byArtworkID/thumbs/11388.jpg
11391,0.5873015873015872,0.8571428571428571,Clase 27,byArtworkID/11391.jpg,byArtworkID/thumbs/11391.jpg
11402,0.5873015873015872,0.3333333333333333,Clase 11,byArtworkID/11402.jpg,byArtworkID/thumbs/11402.jpg
11403,0.5873015873015872,0.3968253968253968,Clase 1,byArtworkID/11403.jpg,byArtworkID/thumbs/11403.jpg
11412,0.47619047619047616,1.0,Clase 7,byArtworkID/11412.jpg,byArtworkID/thumbs/11412.jpg
11416,0.8253968253968254,0.5873015873015872,Clase 17,byArtworkID/11416.jpg,byArtworkID/thumbs/11416.jpg
11419,0.5873015873015872,0.4603174603174603,Clase 0,byArtworkID/11419.jpg,byArtworkID/thumbs/11419.jpg
11445,0.7142857142857142,0.47619047619047616,Clase 7,byArtworkID/11445.jpg,byArtworkID/thumbs/11445.jpg
11449,0.5873015873015872,0.9047619047619047,Clase 7,byArtworkID/11449.jpg,byArtworkID/thumbs/11449.jpg
11455,0.5714285714285714,0.8888888888888888,Clase 4,byArtworkID/11455.jpg,byArtworkID/thumbs/11455.jpg
